order_id,store_id,order_hour,day_of_week,is_weekend,is_peak_hour,weather_condition,traffic_level,vehicle_type,distance_km,num_items,prep_time_seconds,edt_seconds
JP010968,Tokyo-Shinjuku,17,Tuesday,0,0,clear,medium,car,1.55,8,809,1430
JP010969,Tokyo-Akihabara,12,Tuesday,0,1,clear,low,car,1.11,6,591,1059
JP010970,Osaka-Namba,19,Thursday,0,1,rain,high,car,4.54,8,344,1864
JP010971,Tokyo-Shibuya,11,Saturday,1,0,clear,medium,bicycle,1.69,1,796,1462
JP010972,Sapporo-Odori,15,Monday,0,0,clear,medium,car,3.18,8,893,1610
JP010973,Kyoto-Gion,14,Thursday,0,0,cloudy,high,bicycle,2.03,2,633,1755
JP010974,Osaka-Namba,13,Monday,0,1,cloudy,very_high,bicycle,9.08,7,525,6773
JP010975,Tokyo-Shibuya,21,Thursday,0,0,snow,very_high,bicycle,1.88,7,448,2553
JP010976,Osaka-Namba,21,Friday,0,0,heavy_rain,medium,scooter,7.82,6,439,2597
JP010977,Fukuoka-Tenjin,11,Saturday,1,0,cloudy,high,scooter,2.25,4,643,1425
JP010978,Tokyo-Akihabara,12,Monday,0,1,snow,low,scooter,7.35,3,413,2961
JP010979,Fukuoka-Tenjin,17,Thursday,0,0,heavy_rain,medium,scooter,6.87,4,602,2643
JP010980,Tokyo-Akihabara,15,Sunday,1,0,snow,medium,car,3.8,4,388,1666
JP010981,Nagoya-Sakae,12,Sunday,1,1,snow,very_high,bicycle,4.42,8,773,6304
JP010982,Osaka-Umeda,12,Monday,0,1,heavy_rain,medium,bicycle,0.94,6,744,1535
JP010983,Osaka-Namba,12,Friday,0,1,cloudy,low,scooter,0.51,1,341,603
JP010984,Fukuoka-Tenjin,15,Saturday,1,0,snow,low,scooter,1.12,7,790,1475
JP010985,Tokyo-Shibuya,11,Thursday,0,0,heavy_rain,medium,bicycle,0.57,1,716,1073
JP010986,Osaka-Namba,11,Tuesday,0,0,rain,high,bicycle,1.38,2,316,1161
JP010987,Fukuoka-Tenjin,15,Saturday,1,0,rain,medium,car,3.78,8,884,1871
JP010988,Tokyo-Shinjuku,12,Thursday,0,1,heavy_rain,medium,car,11.75,7,489,3655
JP010989,Kyoto-Gion,17,Saturday,1,0,heavy_rain,low,car,3.35,2,694,1366
JP010990,Kyoto-Gion,16,Friday,0,0,clear,high,scooter,4.67,5,855,1975
JP010991,Osaka-Namba,18,Sunday,1,1,clear,high,car,1.16,1,827,1035
JP010992,Kyoto-Gion,20,Monday,0,1,clear,very_high,scooter,3.99,8,341,1844
JP010993,Kyoto-Gion,16,Wednesday,0,0,cloudy,low,car,0.93,4,441,696
JP010994,Kyoto-Gion,14,Tuesday,0,0,snow,low,car,1.04,8,894,1448
JP010995,Osaka-Namba,17,Sunday,1,0,cloudy,high,scooter,1.31,5,815,1413
JP010996,Nagoya-Sakae,12,Wednesday,0,1,clear,low,scooter,2.98,6,763,1492
JP010997,Fukuoka-Tenjin,14,Friday,0,0,snow,low,scooter,0.56,5,762,1330
JP010998,Kyoto-Gion,17,Sunday,1,0,clear,medium,scooter,4.58,2,382,1280
JP010999,Nagoya-Sakae,13,Tuesday,0,1,rain,low,bicycle,0.54,3,582,992
JP011000,Tokyo-Shibuya,19,Saturday,1,1,cloudy,very_high,bicycle,6.53,4,833,5591
JP011001,Tokyo-Shinjuku,19,Wednesday,0,1,heavy_rain,medium,scooter,2.82,6,730,1887
JP011002,Fukuoka-Tenjin,15,Saturday,1,0,clear,high,bicycle,1.21,2,322,1031
JP011003,Osaka-Namba,20,Sunday,1,1,snow,high,scooter,8.0,6,634,4606
JP011004,Fukuoka-Tenjin,14,Friday,0,0,snow,very_high,scooter,6.2,5,880,4034
JP011005,Tokyo-Akihabara,20,Sunday,1,1,rain,medium,scooter,1.3,4,795,1393
JP011006,Kyoto-Gion,22,Wednesday,0,0,clear,medium,scooter,0.74,5,766,983
JP011007,Tokyo-Akihabara,17,Friday,0,0,cloudy,high,bicycle,0.77,3,457,1070
JP011008,Tokyo-Akihabara,15,Tuesday,0,0,clear,low,scooter,20.0,3,751,3779
JP011009,Osaka-Umeda,16,Wednesday,0,0,cloudy,medium,car,1.86,1,624,979
JP011010,Kyoto-Gion,14,Tuesday,0,0,rain,very_high,car,0.75,3,846,1141
JP011011,Osaka-Umeda,14,Monday,0,0,clear,very_high,scooter,2.68,3,769,1690
JP011012,Kyoto-Gion,18,Tuesday,0,1,clear,high,car,0.53,5,785,1195
JP011013,Osaka-Umeda,12,Sunday,1,1,snow,medium,car,4.29,8,646,2299
JP011014,Tokyo-Shibuya,19,Saturday,1,1,heavy_rain,low,bicycle,5.69,2,615,3828
JP011015,Tokyo-Shinjuku,16,Thursday,0,0,snow,medium,scooter,0.74,6,394,903
JP011016,Kyoto-Gion,19,Monday,0,1,snow,medium,car,5.38,4,584,2469
JP011017,Osaka-Namba,19,Monday,0,1,clear,very_high,car,3.05,2,824,1751
JP011018,Nagoya-Sakae,17,Tuesday,0,0,heavy_rain,high,car,5.25,1,669,2135
JP011019,Nagoya-Sakae,12,Tuesday,0,1,heavy_rain,high,scooter,1.26,6,312,1049
JP011020,Osaka-Umeda,20,Wednesday,0,1,rain,high,scooter,5.48,2,520,2392
JP011021,Fukuoka-Tenjin,16,Saturday,1,0,heavy_rain,very_high,scooter,4.22,3,734,2674
JP011022,Nagoya-Sakae,17,Tuesday,0,0,snow,low,bicycle,1.1,4,610,1450
JP011023,Fukuoka-Tenjin,15,Sunday,1,0,snow,high,bicycle,4.91,7,390,4840
JP011024,Tokyo-Shinjuku,13,Thursday,0,1,rain,very_high,bicycle,1.47,8,881,2294
JP011025,Tokyo-Akihabara,12,Tuesday,0,1,cloudy,very_high,scooter,2.44,8,343,1435
JP011026,Osaka-Umeda,12,Sunday,1,1,snow,high,scooter,0.78,8,529,1272
JP011027,Tokyo-Shinjuku,17,Sunday,1,0,clear,medium,scooter,2.19,5,783,1432
JP011028,Tokyo-Shibuya,19,Saturday,1,1,rain,very_high,bicycle,1.61,8,550,2226
JP011029,Tokyo-Shinjuku,17,Monday,0,0,rain,very_high,bicycle,1.57,6,895,2216
JP011030,Fukuoka-Tenjin,13,Friday,0,1,heavy_rain,high,car,1.6,8,422,1307
JP011031,Kyoto-Gion,12,Friday,0,1,snow,low,scooter,4.65,3,895,2473
JP011032,Tokyo-Shinjuku,13,Tuesday,0,1,rain,very_high,car,4.3,3,665,2079
JP011033,Tokyo-Akihabara,19,Monday,0,1,rain,high,scooter,5.77,6,349,2366
JP011034,Osaka-Umeda,11,Wednesday,0,0,snow,low,car,4.7,4,487,1739
JP011035,Tokyo-Shibuya,14,Friday,0,0,cloudy,high,scooter,2.48,5,577,1372
JP011036,Kyoto-Gion,10,Monday,0,0,snow,high,bicycle,4.35,1,440,3973
JP011037,Sapporo-Odori,13,Wednesday,0,1,rain,very_high,scooter,8.49,6,466,3858
JP011038,Tokyo-Shibuya,20,Tuesday,0,1,cloudy,medium,bicycle,19.97,2,727,9574
JP011039,Fukuoka-Tenjin,19,Monday,0,1,clear,medium,bicycle,7.02,8,656,3946
JP011040,Osaka-Umeda,10,Saturday,1,0,rain,medium,scooter,0.85,6,476,839
JP011041,Osaka-Umeda,22,Monday,0,0,clear,medium,bicycle,1.88,3,532,1427
JP011042,Osaka-Umeda,20,Tuesday,0,1,cloudy,medium,bicycle,20.0,7,414,9437
JP011043,Tokyo-Shibuya,13,Monday,0,1,heavy_rain,very_high,bicycle,0.64,4,410,1127
JP011044,Tokyo-Shinjuku,9,Sunday,1,0,snow,low,scooter,2.06,2,559,1236
JP011045,Tokyo-Shinjuku,19,Monday,0,1,rain,low,bicycle,3.42,2,510,2181
JP011046,Osaka-Namba,13,Tuesday,0,1,rain,low,bicycle,0.55,3,584,917
JP011047,Kyoto-Gion,18,Wednesday,0,1,cloudy,medium,car,3.92,2,401,1240
JP011048,Tokyo-Shinjuku,16,Friday,0,0,cloudy,medium,scooter,3.93,3,850,1789
JP011049,Tokyo-Shinjuku,20,Saturday,1,1,clear,medium,car,3.59,8,675,1619
JP011050,Tokyo-Akihabara,18,Thursday,0,1,clear,medium,scooter,2.54,7,734,1538
JP011051,Osaka-Namba,18,Friday,0,1,cloudy,very_high,bicycle,2.23,6,426,2175
JP011052,Fukuoka-Tenjin,21,Monday,0,0,snow,medium,scooter,9.76,6,595,3842
JP011053,Sapporo-Odori,14,Saturday,1,0,clear,low,scooter,3.13,8,418,1237
JP011054,Nagoya-Sakae,16,Wednesday,0,0,heavy_rain,high,car,0.69,8,531,1080
JP011055,Sapporo-Odori,15,Thursday,0,0,rain,very_high,bicycle,4.43,2,787,3842
JP011056,Kyoto-Gion,21,Tuesday,0,0,clear,very_high,car,1.14,2,705,1174
JP011057,Fukuoka-Tenjin,15,Friday,0,0,clear,low,bicycle,4.61,7,710,2479
JP011058,Tokyo-Shibuya,13,Saturday,1,1,cloudy,low,scooter,1.09,4,646,1107
JP011059,Osaka-Namba,17,Friday,0,0,heavy_rain,low,bicycle,3.7,7,811,2804
JP011060,Osaka-Umeda,15,Sunday,1,0,snow,high,car,4.36,7,664,2387
JP011061,Fukuoka-Tenjin,19,Saturday,1,1,snow,very_high,scooter,1.15,5,450,1456
JP011062,Fukuoka-Tenjin,19,Monday,0,1,clear,high,scooter,6.18,8,536,2478
JP011063,Tokyo-Akihabara,22,Monday,0,0,clear,low,bicycle,3.19,8,327,1460
JP011064,Tokyo-Akihabara,12,Thursday,0,1,snow,high,bicycle,3.48,5,398,3859
JP011065,Tokyo-Shibuya,13,Saturday,1,1,snow,very_high,scooter,9.4,4,600,6183
JP011066,Fukuoka-Tenjin,14,Thursday,0,0,snow,high,car,0.69,6,853,1466
JP011067,Sapporo-Odori,10,Monday,0,0,clear,very_high,bicycle,2.43,7,760,2362
JP011068,Kyoto-Gion,20,Sunday,1,1,heavy_rain,very_high,scooter,8.01,1,333,4152
JP011069,Tokyo-Akihabara,17,Friday,0,0,rain,medium,scooter,1.33,7,437,1060
JP011070,Osaka-Umeda,13,Saturday,1,1,heavy_rain,very_high,bicycle,6.18,8,867,7186
JP011071,Sapporo-Odori,22,Friday,0,0,heavy_rain,very_high,car,0.61,3,818,1189
JP011072,Tokyo-Shinjuku,22,Thursday,0,0,rain,very_high,car,2.69,7,661,1717
JP011073,Osaka-Umeda,19,Wednesday,0,1,clear,low,car,0.73,1,431,613
JP011074,Kyoto-Gion,22,Wednesday,0,0,snow,low,car,6.44,6,689,2322
JP011075,Tokyo-Shibuya,20,Thursday,0,1,rain,high,scooter,10.23,6,357,3763
JP011076,Osaka-Namba,11,Tuesday,0,0,cloudy,high,car,1.33,2,367,718
JP011077,Osaka-Umeda,12,Monday,0,1,rain,medium,bicycle,2.72,6,338,1978
JP011078,Fukuoka-Tenjin,12,Saturday,1,1,heavy_rain,very_high,scooter,1.06,1,780,1406
JP011079,Tokyo-Shinjuku,22,Wednesday,0,0,heavy_rain,very_high,scooter,5.48,2,800,3058
JP011080,Tokyo-Shibuya,13,Saturday,1,1,cloudy,high,scooter,6.1,6,470,2411
JP011081,Osaka-Umeda,13,Wednesday,0,1,heavy_rain,medium,scooter,1.75,2,848,1483
JP011082,Osaka-Namba,13,Wednesday,0,1,rain,low,scooter,2.04,7,531,1227
JP011083,Tokyo-Shibuya,17,Saturday,1,0,snow,low,car,0.73,6,579,1022
JP011084,Tokyo-Shibuya,12,Friday,0,1,snow,very_high,scooter,1.97,4,655,1861
JP011085,Tokyo-Shibuya,20,Saturday,1,1,rain,high,scooter,1.09,6,504,1099
JP011086,Nagoya-Sakae,13,Thursday,0,1,rain,very_high,car,3.4,3,319,1484
JP011087,Sapporo-Odori,19,Sunday,1,1,cloudy,very_high,bicycle,1.02,8,574,1592
JP011088,Sapporo-Odori,12,Sunday,1,1,snow,very_high,car,3.92,1,834,2934
JP011089,Osaka-Namba,13,Wednesday,0,1,heavy_rain,medium,bicycle,2.84,3,607,2540
JP011090,Nagoya-Sakae,13,Thursday,0,1,rain,low,car,6.55,4,722,1992
JP011091,Osaka-Umeda,10,Sunday,1,0,rain,medium,scooter,2.4,4,715,1566
JP011092,Osaka-Namba,16,Monday,0,0,cloudy,medium,bicycle,4.35,4,617,2447
JP011093,Fukuoka-Tenjin,18,Thursday,0,1,snow,very_high,scooter,7.44,1,506,4667
JP011094,Tokyo-Akihabara,19,Wednesday,0,1,cloudy,low,scooter,16.43,5,863,3842
JP011095,Tokyo-Akihabara,20,Saturday,1,1,clear,very_high,bicycle,2.13,1,385,1889
JP011096,Kyoto-Gion,18,Friday,0,1,rain,low,scooter,2.87,6,392,1155
JP011097,Nagoya-Sakae,15,Sunday,1,0,cloudy,medium,bicycle,6.88,2,834,3752
JP011098,Sapporo-Odori,14,Wednesday,0,0,heavy_rain,low,bicycle,1.89,2,620,1577
JP011099,Kyoto-Gion,15,Sunday,1,0,snow,very_high,car,5.53,4,733,3170
JP011100,Osaka-Namba,21,Tuesday,0,0,clear,medium,bicycle,1.18,5,750,1391
JP011101,Nagoya-Sakae,16,Wednesday,0,0,snow,low,scooter,3.53,6,415,1713
JP011102,Kyoto-Gion,12,Friday,0,1,heavy_rain,very_high,car,3.32,4,584,2005
JP011103,Tokyo-Akihabara,14,Wednesday,0,0,heavy_rain,high,scooter,4.29,1,335,1856
JP011104,Tokyo-Shinjuku,12,Saturday,1,1,cloudy,high,car,1.64,7,616,1205
JP011105,Kyoto-Gion,12,Sunday,1,1,clear,medium,scooter,1.21,7,308,811
JP011106,Nagoya-Sakae,21,Wednesday,0,0,rain,low,bicycle,12.76,5,515,5570
JP011107,Tokyo-Akihabara,16,Thursday,0,0,rain,very_high,bicycle,1.04,5,382,1395
JP011108,Fukuoka-Tenjin,14,Thursday,0,0,heavy_rain,high,car,0.82,7,402,918
JP011109,Tokyo-Akihabara,16,Saturday,1,0,rain,low,scooter,7.03,7,860,2454
JP011110,Kyoto-Gion,17,Thursday,0,0,clear,low,car,1.37,3,754,1111
JP011111,Tokyo-Akihabara,12,Monday,0,1,heavy_rain,medium,car,7.75,5,621,2733
JP011112,Tokyo-Shibuya,9,Monday,0,0,cloudy,medium,car,7.66,3,720,1977
JP011113,Kyoto-Gion,19,Thursday,0,1,heavy_rain,medium,scooter,3.95,3,635,1938
JP011114,Osaka-Umeda,15,Tuesday,0,0,clear,very_high,scooter,2.01,3,702,1423
JP011115,Nagoya-Sakae,11,Sunday,1,0,snow,medium,bicycle,2.83,1,871,2840
JP011116,Osaka-Namba,13,Monday,0,1,heavy_rain,medium,scooter,8.87,3,350,3128
JP011117,Nagoya-Sakae,15,Friday,0,0,heavy_rain,high,bicycle,2.7,2,676,2592
JP011118,Tokyo-Akihabara,15,Friday,0,0,clear,low,car,2.47,7,764,1385
JP011119,Fukuoka-Tenjin,16,Monday,0,0,cloudy,medium,bicycle,20.0,5,594,8388
JP011120,Fukuoka-Tenjin,19,Thursday,0,1,cloudy,very_high,bicycle,1.16,4,589,1664
JP011121,Osaka-Namba,10,Thursday,0,0,cloudy,very_high,bicycle,1.3,1,597,1457
JP011122,Osaka-Umeda,17,Tuesday,0,0,snow,very_high,bicycle,8.95,6,896,9730
JP011123,Fukuoka-Tenjin,15,Monday,0,0,clear,very_high,bicycle,2.93,6,707,2459
JP011124,Osaka-Namba,19,Saturday,1,1,heavy_rain,very_high,car,1.11,5,374,1146
JP011125,Tokyo-Shibuya,9,Friday,0,0,clear,low,scooter,2.59,4,782,1303
JP011126,Kyoto-Gion,16,Friday,0,0,snow,low,bicycle,1.65,5,816,1950
JP011127,Nagoya-Sakae,12,Wednesday,0,1,heavy_rain,high,bicycle,2.17,1,894,2651
JP011128,Tokyo-Akihabara,18,Wednesday,0,1,cloudy,very_high,scooter,0.97,8,435,1142
JP011129,Tokyo-Shibuya,18,Wednesday,0,1,snow,very_high,bicycle,1.45,5,419,2293
JP011130,Kyoto-Gion,21,Monday,0,0,cloudy,very_high,scooter,2.21,6,740,1706
JP011131,Osaka-Umeda,10,Wednesday,0,0,snow,high,car,0.57,6,746,1199
JP011132,Tokyo-Akihabara,18,Wednesday,0,1,heavy_rain,medium,car,1.43,8,354,1115
JP011133,Osaka-Namba,14,Tuesday,0,0,clear,medium,bicycle,0.61,1,781,1121
JP011134,Osaka-Umeda,21,Tuesday,0,0,heavy_rain,very_high,bicycle,1.58,8,341,1958
JP011135,Fukuoka-Tenjin,17,Wednesday,0,0,snow,very_high,scooter,4.47,8,415,2908
JP011136,Tokyo-Akihabara,21,Monday,0,0,rain,low,bicycle,8.07,5,484,3721
JP011137,Tokyo-Akihabara,18,Saturday,1,1,snow,high,car,1.64,4,897,1799
JP011138,Tokyo-Shinjuku,22,Friday,0,0,snow,medium,scooter,1.81,2,552,1334
JP011139,Fukuoka-Tenjin,14,Saturday,1,0,clear,high,bicycle,0.79,5,424,964
JP011140,Nagoya-Sakae,14,Wednesday,0,0,snow,low,scooter,6.8,3,329,2228
JP011141,Tokyo-Shibuya,21,Thursday,0,0,heavy_rain,very_high,car,1.22,5,305,951
JP011142,Kyoto-Gion,10,Monday,0,0,snow,very_high,scooter,0.84,3,516,1060
JP011143,Tokyo-Shinjuku,12,Sunday,1,1,rain,high,bicycle,3.67,2,860,3489
JP011144,Nagoya-Sakae,13,Monday,0,1,heavy_rain,high,bicycle,2.73,4,708,2838
JP011145,Tokyo-Shibuya,17,Monday,0,0,cloudy,medium,scooter,5.37,7,591,1865
JP011146,Tokyo-Akihabara,20,Monday,0,1,rain,very_high,scooter,6.45,5,434,3166
JP011147,Kyoto-Gion,18,Saturday,1,1,clear,high,car,0.7,4,801,1090
JP011148,Fukuoka-Tenjin,14,Thursday,0,0,heavy_rain,high,car,8.06,7,392,2998
JP011149,Nagoya-Sakae,20,Sunday,1,1,rain,medium,scooter,8.9,7,395,3064
JP011150,Tokyo-Shinjuku,13,Friday,0,1,rain,very_high,car,1.24,4,458,968
JP011151,Fukuoka-Tenjin,12,Friday,0,1,snow,low,scooter,1.97,8,747,1763
JP011152,Tokyo-Shibuya,11,Sunday,1,0,heavy_rain,high,bicycle,5.15,3,607,4394
JP011153,Osaka-Namba,16,Friday,0,0,heavy_rain,high,car,1.69,1,864,1320
JP011154,Tokyo-Shibuya,16,Monday,0,0,snow,low,car,2.49,7,722,1528
JP011155,Tokyo-Shibuya,12,Thursday,0,1,snow,high,scooter,0.93,5,899,1582
JP011156,Tokyo-Shibuya,14,Sunday,1,0,snow,low,bicycle,5.12,8,483,3694
JP011157,Tokyo-Akihabara,17,Sunday,1,0,heavy_rain,low,bicycle,9.89,7,604,5590
JP011158,Kyoto-Gion,17,Friday,0,0,heavy_rain,very_high,car,8.5,5,649,3703
JP011159,Tokyo-Akihabara,14,Tuesday,0,0,cloudy,low,car,1.88,5,408,875
JP011160,Nagoya-Sakae,16,Friday,0,0,clear,low,scooter,2.68,2,313,834
JP011161,Tokyo-Akihabara,11,Saturday,1,0,heavy_rain,very_high,car,14.29,7,798,6048
JP011162,Osaka-Umeda,10,Friday,0,0,snow,high,car,4.26,7,609,2318
JP011163,Tokyo-Shibuya,16,Tuesday,0,0,cloudy,low,bicycle,0.88,2,316,731
JP011164,Osaka-Namba,13,Sunday,1,1,clear,medium,scooter,10.25,3,547,2786
JP011165,Nagoya-Sakae,19,Sunday,1,1,snow,medium,bicycle,14.88,5,774,12522
JP011166,Tokyo-Akihabara,10,Thursday,0,0,heavy_rain,low,bicycle,0.69,3,456,892
JP011167,Fukuoka-Tenjin,17,Thursday,0,0,heavy_rain,low,scooter,2.64,4,506,1345
JP011168,Osaka-Umeda,13,Friday,0,1,heavy_rain,low,scooter,3.52,1,405,1312
JP011169,Nagoya-Sakae,14,Thursday,0,0,heavy_rain,high,bicycle,6.57,8,709,5448
JP011170,Fukuoka-Tenjin,14,Friday,0,0,snow,very_high,bicycle,2.08,1,840,3087
JP011171,Tokyo-Shinjuku,19,Thursday,0,1,snow,high,car,1.89,2,574,1318
JP011172,Nagoya-Sakae,19,Thursday,0,1,clear,very_high,car,1.38,6,759,1182
JP011173,Nagoya-Sakae,14,Monday,0,0,cloudy,high,car,6.28,4,780,2132
JP011174,Kyoto-Gion,15,Thursday,0,0,cloudy,medium,car,1.76,6,779,1368
JP011175,Tokyo-Akihabara,21,Wednesday,0,0,heavy_rain,very_high,car,0.94,6,783,1367
JP011176,Tokyo-Akihabara,16,Friday,0,0,cloudy,high,car,0.62,2,794,1086
JP011177,Tokyo-Akihabara,15,Tuesday,0,0,cloudy,medium,car,2.33,8,403,1110
JP011178,Nagoya-Sakae,22,Thursday,0,0,rain,medium,bicycle,3.39,1,318,1884
JP011179,Kyoto-Gion,18,Wednesday,0,1,rain,medium,bicycle,0.75,1,365,799
JP011180,Kyoto-Gion,17,Thursday,0,0,clear,medium,bicycle,10.26,4,798,4673
JP011181,Osaka-Umeda,17,Wednesday,0,0,rain,low,car,0.78,5,454,846
JP011182,Sapporo-Odori,14,Friday,0,0,clear,low,scooter,6.78,8,413,1575
JP011183,Tokyo-Shibuya,19,Sunday,1,1,snow,low,car,3.81,1,819,1822
JP011184,Tokyo-Shibuya,11,Tuesday,0,0,clear,medium,scooter,2.03,3,599,1059
JP011185,Fukuoka-Tenjin,14,Sunday,1,0,snow,very_high,car,4.44,2,457,2412
JP011186,Kyoto-Gion,14,Wednesday,0,0,cloudy,low,bicycle,1.2,8,725,1429
JP011187,Tokyo-Shinjuku,12,Tuesday,0,1,heavy_rain,high,scooter,6.65,3,387,3020
JP011188,Osaka-Umeda,12,Wednesday,0,1,heavy_rain,high,car,7.9,4,455,3078
JP011189,Sapporo-Odori,16,Thursday,0,0,cloudy,medium,scooter,1.42,7,719,1360
JP011190,Fukuoka-Tenjin,21,Sunday,1,0,snow,high,bicycle,1.37,8,449,1971
JP011191,Tokyo-Shinjuku,20,Saturday,1,1,snow,low,bicycle,10.03,6,622,7426
JP011192,Nagoya-Sakae,17,Sunday,1,0,cloudy,very_high,bicycle,2.31,7,337,2034
JP011193,Tokyo-Akihabara,18,Friday,0,1,clear,high,scooter,3.15,7,866,1902
JP011194,Osaka-Umeda,18,Saturday,1,1,rain,high,bicycle,6.59,5,840,5657
JP011195,Tokyo-Akihabara,12,Saturday,1,1,heavy_rain,very_high,car,6.76,4,857,3781
JP011196,Fukuoka-Tenjin,15,Saturday,1,0,rain,very_high,bicycle,2.17,5,386,2198
JP011197,Tokyo-Shinjuku,21,Friday,0,0,rain,very_high,car,1.51,3,832,1397
JP011198,Sapporo-Odori,15,Wednesday,0,0,cloudy,low,car,1.79,5,833,1350
JP011199,Kyoto-Gion,16,Sunday,1,0,cloudy,low,bicycle,1.88,5,547,1387
JP011200,Osaka-Umeda,18,Saturday,1,1,heavy_rain,low,car,1.99,1,681,1251
JP011201,Osaka-Umeda,17,Saturday,1,0,snow,high,bicycle,6.23,1,427,5830
JP011202,Fukuoka-Tenjin,19,Wednesday,0,1,snow,low,scooter,1.58,6,541,1342
JP011203,Sapporo-Odori,22,Sunday,1,0,snow,medium,scooter,0.59,5,591,1101
JP011204,Tokyo-Akihabara,17,Saturday,1,0,heavy_rain,medium,bicycle,0.95,6,828,1698
JP011205,Osaka-Namba,21,Sunday,1,0,rain,very_high,bicycle,1.2,3,735,1682
JP011206,Nagoya-Sakae,13,Monday,0,1,clear,low,scooter,3.27,3,787,1523
JP011207,Osaka-Namba,14,Thursday,0,0,clear,high,car,1.11,7,872,1348
JP011208,Sapporo-Odori,18,Sunday,1,1,heavy_rain,high,car,8.49,8,733,3737
JP011209,Fukuoka-Tenjin,11,Saturday,1,0,heavy_rain,very_high,bicycle,2.25,3,817,2999
JP011210,Tokyo-Akihabara,12,Thursday,0,1,heavy_rain,medium,car,1.43,2,517,1119
JP011211,Fukuoka-Tenjin,9,Thursday,0,0,clear,medium,car,6.81,6,421,1726
JP011212,Nagoya-Sakae,21,Monday,0,0,clear,high,car,2.4,5,341,971
JP011213,Sapporo-Odori,10,Tuesday,0,0,clear,high,scooter,0.64,6,610,882
JP011214,Osaka-Umeda,9,Thursday,0,0,clear,medium,bicycle,3.56,7,349,2002
JP011215,Osaka-Umeda,9,Wednesday,0,0,cloudy,medium,car,5.92,8,302,1514
JP011216,Tokyo-Shibuya,16,Friday,0,0,rain,low,bicycle,2.27,7,792,1913
JP011217,Osaka-Umeda,22,Friday,0,0,heavy_rain,high,scooter,3.25,8,435,1867
JP011218,Tokyo-Akihabara,13,Friday,0,1,heavy_rain,very_high,car,8.71,8,452,3964
JP011219,Kyoto-Gion,14,Monday,0,0,snow,very_high,scooter,3.29,4,704,2427
JP011220,Kyoto-Gion,19,Friday,0,1,clear,very_high,car,6.23,5,390,2125
JP011221,Tokyo-Akihabara,12,Saturday,1,1,clear,high,car,1.4,2,872,1317
JP011222,Tokyo-Shibuya,14,Tuesday,0,0,snow,low,car,7.66,4,787,2570
JP011223,Sapporo-Odori,11,Monday,0,0,clear,medium,bicycle,1.33,5,510,1033
JP011224,Osaka-Namba,14,Sunday,1,0,snow,very_high,bicycle,2.26,6,711,3260
JP011225,Tokyo-Shinjuku,16,Thursday,0,0,clear,high,scooter,1.12,3,724,1207
JP011226,Tokyo-Shinjuku,18,Sunday,1,1,snow,high,scooter,1.08,5,393,1140
JP011227,Tokyo-Shibuya,12,Monday,0,1,snow,medium,scooter,1.59,3,487,1138
JP011228,Osaka-Umeda,17,Sunday,1,0,clear,medium,scooter,0.7,7,473,787
JP011229,Tokyo-Shinjuku,10,Friday,0,0,rain,medium,bicycle,2.24,1,605,1657
JP011230,Nagoya-Sakae,17,Monday,0,0,rain,medium,scooter,1.55,6,564,1185
JP011231,Nagoya-Sakae,20,Sunday,1,1,clear,low,bicycle,8.41,4,900,4076
JP011232,Osaka-Namba,14,Thursday,0,0,snow,very_high,bicycle,1.46,5,362,1970
JP011233,Kyoto-Gion,17,Thursday,0,0,snow,very_high,bicycle,6.62,8,329,7136
JP011234,Nagoya-Sakae,14,Saturday,1,0,cloudy,low,scooter,1.09,2,552,886
JP011235,Sapporo-Odori,18,Saturday,1,1,cloudy,high,car,2.06,7,756,1433
JP011236,Tokyo-Shibuya,11,Sunday,1,0,snow,medium,bicycle,17.66,6,853,13164
JP011237,Tokyo-Akihabara,12,Sunday,1,1,cloudy,very_high,car,16.1,8,342,5132
JP011238,Tokyo-Shinjuku,20,Sunday,1,1,heavy_rain,high,car,1.7,3,300,1125
JP011239,Tokyo-Shinjuku,15,Thursday,0,0,rain,high,car,3.88,7,659,1721
JP011240,Osaka-Namba,14,Friday,0,0,snow,high,bicycle,3.41,3,846,3670
JP011241,Tokyo-Shibuya,20,Wednesday,0,1,clear,very_high,car,1.29,2,443,897
JP011242,Sapporo-Odori,19,Wednesday,0,1,heavy_rain,medium,car,3.34,6,650,1754
JP011243,Osaka-Umeda,18,Sunday,1,1,heavy_rain,high,bicycle,0.56,6,649,1311
JP011244,Osaka-Namba,18,Thursday,0,1,snow,high,bicycle,1.52,3,302,1852
JP011245,Fukuoka-Tenjin,20,Monday,0,1,clear,medium,scooter,0.88,8,702,1286
JP011246,Sapporo-Odori,13,Monday,0,1,clear,low,car,4.45,8,426,1376
JP011247,Kyoto-Gion,16,Sunday,1,0,heavy_rain,high,scooter,3.73,3,308,1785
JP011248,Tokyo-Shibuya,14,Thursday,0,0,rain,medium,scooter,1.63,1,526,1077
JP011249,Tokyo-Shinjuku,18,Sunday,1,1,rain,high,bicycle,1.4,2,610,1629
JP011250,Osaka-Namba,17,Tuesday,0,0,heavy_rain,high,bicycle,5.31,5,804,4668
JP011251,Osaka-Namba,12,Monday,0,1,cloudy,very_high,bicycle,0.72,5,882,1603
JP011252,Sapporo-Odori,19,Thursday,0,1,cloudy,medium,car,0.66,3,366,580
